ASVID	Kingdom	Phylum	Class	Order	Family	Genus	sample_30170	sample_30189	sample_30206	sample_30221	sample_30234	sample_30381	sample_30383	sample_30394	sample_30398	sample_30418	sample_30423	sample_30433	sample_30460	sample_30467	sample_30487	sample_30489	sample_30516	sample_30518	sample_30534	sample_30580	sample_30585	sample_30587	sample_30588	sample_30598	sample_30599	sample_30621	sample_30659	sample_30675	sample_30696	sample_30705	sample_30709	sample_30741	sample_30753	sample_30768	sample_30799	sample_30804	sample_30814	sample_30817	sample_30835	sample_30841	sample_30843	sample_30847	sample_30850	sample_30855	sample_30862	sample_30900	sample_30901	sample_30905	sample_30917	sample_30928	sample_30950	sample_30956	sample_30957	sample_30958	sample_30964	sample_30968	sample_30974	sample_30986	sample_30992	sample_30994	sample_30995	sample_30996	sample_31024	sample_31025	sample_31047	sample_31054	sample_31058	sample_31083	sample_31088	sample_31096	sample_31119	sample_31132	sample_31151	sample_31174	sample_31180	sample_31188	sample_31206	sample_31209	sample_31213	sample_31241	sample_31246	sample_31250	sample_31253	sample_31263	sample_31267	sample_31275	sample_31287	sample_31309	sample_31316	sample_31387	sample_31388	sample_31394	sample_31395	sample_31399	sample_31412	sample_31413	sample_31419	sample_31421	sample_31426	sample_31429	sample_31457	sample_31465	sample_31507	sample_31517	sample_75024
5fdbcbf910859787c61abdd2787462be	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	125.465183085	93.6871226	111.271463648	93.612301879	98.448071486	133.175414438	79.314001452	81.452272591	102.061105468	118.423497254	111.278524354	79.198148364	80.032061027	81.648719361	91.103834387	97.569552998	98.124884738	140.270943478	99.768503413	86.575848757	139.131025964	132.987486435	96.797533446	114.195211268	103.942189805	96.172310245	96.152728107	94.474229984	91.856770731	105.719807466	90.111670708	89.92161007	83.423245291	98.572879968	78.744488854	122.279205953	133.090428631	92.324448123	132.049912707	93.834447207	119.450410079	91.865526874	102.796456221	81.567547772	119.49206841	102.157383919	112.975144996	93.762665934	83.022788514	108.517774302	143.58156198	142.733396827	137.490760086	140.041196349	86.913205508	142.529650412	130.063808558	95.505374499	90.852491186	124.637839369	113.933143469	101.194919091	88.291514806	79.335576544	103.001457568	81.791489435	91.708924899	95.87377166	79.939681549	118.578639791	143.496793379	92.980619279	99.730971692	114.698864257	101.748737877	102.353804793	138.510776821	87.674619451	102.930586877	139.908972775	78.975233053	112.294880666	93.765793347	80.794219567	115.924795355	100.626536517	94.223561826	103.863453283	142.936686359	143.116538689	145.091180314	144.212438141	112.289297586	144.662386918	142.749162302	143.887778101	114.350853506	115.351421706	115.295162151	112.560628761	143.43482535	114.834169888	106.350595036	92.968445305	134.362255646
7a8d774ebc149e3a4db3f186814a9964	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia.Shigella	22.330109	32.982648	22.330764	36.892814	19.381641	26.184442	29.106345	29.624717	27.477606	22.926747	21.534393	29.091514	29.077771	29.823871	35.78121	19.642648	26.079059	24.41368	18.754794	28.36734	24.499338	21.509181	22.40726	21.42778	33.631528	22.839261	35.97892	27.914929	29.680601	19.155819	29.778528	29.560723	30.019307	19.346829	29.492223	22.640011	21.418939	36.270835	25.640548	37.050018	22.789283	36.856714	23.853199	29.817893	24.153144	34.089814	21.560577	24.872947	28.483977	31.079228	24.611631	25.110499	25.674732	25.292842	29.59888	25.131148	23.868162	21.576334	32.414233	25.891708	21.668453	18.48464	29.701824	29.08329	19.850058	29.844242	36.750117	34.157691	28.993061	22.985577	23.065086	36.361599	30.989172	24.026924	32.853777	20.306545	23.040838	29.084961	19.036031	22.503365	29.304791	26.863115	36.148004	28.757619	26.4665	18.419062	35.457831	27.160177	23.989624	21.953147	21.745568	24.056465	26.35893	21.770586	21.348254	21.817504	24.11165	25.756589	25.398368	28.317871	21.527184	25.463103	18.928836	30.393403	21.618977
7744ee0171a4b767f8815c6455103d7e	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter	22.07445396	27.30264086	24.88257402	27.195882	27.01716256	22.01222756	25.99612729	25.75040718	24.03459949	22.51629123	24.90968407	26.01321427	25.91455478	25.72457452	27.61551251	27.14802402	24.23037142	21.50927996	26.83063561	25.28300427	21.56496149	21.66263968	27.17042669	24.4497192	25.69224661	27.25387187	26.82879714	24.62134799	24.90082946	25.86962729	25.01971644	25.01321287	25.53763325	26.99858681	26.03212068	22.25476275	21.65524958	27.40917669	22.03606883	27.15733752	22.43924044	27.46354719	26.17170759	25.73298606	22.57705945	25.95279441	24.6404278	27.56365526	25.63891623	25.05035051	21.33415706	21.38523873	21.72321792	21.53976453	25.26439968	21.39693973	21.99059283	27.40523953	27.76418828	22.48374963	24.4828945	26.61423445	25.135849	26.00002874	26.27643311	25.70953118	27.49051464	26.923481	25.935669	22.51208211	21.28433984	27.3067787	26.41979384	22.8680115	26.04764894	26.36305103	21.50137281	25.21091297	26.31693157	21.40850424	26.01481446	24.57992136	27.19202863	25.85677788	23.03681567	26.70729329	27.14137487	25.89343851	21.34957176	21.24519188	21.1711832	21.29065941	24.59416245	21.18558387	21.24400847	21.21378218	24.33896169	24.1349461	24.15344085	24.49960497	21.22356952	24.22367721	25.77798439	27.50054943	21.61385391
4c13e11c59ed3c940d380a0f33188cc9	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	54.517049337	50.787569411	54.226624313	47.996980889	59.641866633	53.900837509	52.82992337	53.032328749	53.750882199	54.499320491	54.816181779	52.812167355	52.891178476	53.054600285	49.360158415	59.670913343	53.785987745	54.008756013	59.78060837	53.264334937	54.033184636	54.441807637	57.800472133	54.143947901	47.911946125	57.63235301	48.058547401	53.555384077	53.377885795	57.966558098	53.362115229	53.397567745	53.188306048	59.635732553	52.832388284	54.540738152	54.44213559	48.718003198	53.982306631	47.83630951	54.520430571	48.407894001	55.233952455	53.048715886	54.330646145	47.990169557	54.366920571	56.71596744	53.036026492	48.618590912	53.953748767	53.950839958	53.933541464	53.976398522	53.285704481	53.951072373	54.234117507	58.739976529	51.86757432	53.998564811	54.033578724	59.623316044	53.361394916	52.820358372	58.138659032	53.065393727	48.518497503	49.409284257	52.865396976	54.494581225	54.048246561	48.51002009	50.771794753	54.327166898	48.946609561	57.963215454	54.183281628	53.289472762	58.762527057	54.190837958	52.833758522	50.69719175	48.48345392	52.90554888	53.975477102	59.81951399	48.870654745	52.54628333	53.998638438	54.139419882	54.075724331	53.963970279	51.050854252	54.092715001	54.17825738	54.118879983	52.158337064	50.742182886	51.0086636	49.612580714	54.147862898	51.075222823	57.977014304	52.848687579	54.394139668
d10716680579ff0bcf3e5dc53a1cb619	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	16.51413065	12.30268943	16.71864657	11.5095049	15.62811351	13.10649068	11.03799099	10.72025976	12.64811238	16.33530739	16.8796987	11.03862819	11.0982311	10.56348492	11.42440289	15.45365353	13.88868516	14.14798943	15.93032249	11.85112727	14.16795122	16.61986314	14.80200372	17.29014386	13.43672821	14.63422393	12.00587815	12.29233193	10.76088103	16.65118705	10.69461834	10.91413601	10.47106398	15.65196552	10.71280968	16.45923666	16.66623185	11.4826723	13.564538	11.50563873	16.42140651	11.30940547	15.30302529	10.5653974	15.2769504	13.13021876	17.09660803	13.91182349	11.65287314	14.53256913	13.93021444	13.69969239	13.40657907	13.66948605	10.84605566	13.6942237	15.03102545	14.79559989	12.05555793	13.56717076	17.20470835	16.1783401	10.79533206	11.05015939	16.14418072	10.55184284	11.31162584	12.34377893	11.15449357	16.28073888	14.85819615	11.54115918	13.46847252	15.47300516	13.34089699	15.96711452	15.21840804	11.2684215	16.29948384	15.48795118	10.87188736	15.89860434	11.67958136	11.37036136	13.33366973	16.11495791	11.87674732	14.7708676	14.31496494	15.6062362	15.52936877	14.20637152	16.00684084	15.56049037	15.97508103	15.60915287	16.74237457	16.51584147	16.58695241	15.61429544	15.81021504	16.51476388	16.78217335	12.72524359	16.43214522
8994967a8e7c878ad16a3bb998fa8ce5	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	7.799810328	7.14114918	7.1316017	7.57505671	5.857648392	6.722510855	19.934210682	18.298980833	12.889618655	9.162972117	7.034063748	20.037078627	19.565821138	17.990829707	7.278938091	5.829680256	14.458373862	5.561602678	5.872000685	17.292411088	5.722940079	6.569027648	6.114717818	7.227926604	7.933686509	6.122981363	7.652288301	14.884001449	14.790801319	6.33948198	15.125218659	15.239856984	16.947972849	5.86200373	19.696728234	8.321158733	6.560895301	7.420058182	6.936867509	7.606874538	8.927076511	7.451292565	6.71172895	18.034995319	9.034382709	7.861105433	7.157630495	6.19906849	18.852830576	7.973340719	5.029071648	5.118315644	5.987002305	5.536098615	16.240984212	5.150869041	7.177760079	5.921354465	6.876854347	8.270715296	7.240312943	5.936025795	15.589584439	19.986568271	6.236922912	17.902381237	7.429297492	7.430383592	19.76865681	9.124029503	5.08886822	7.475074324	7.338355639	10.069440403	7.696639835	6.24666521	5.776514969	16.484586951	6.130263135	5.579027582	19.7985862	7.751487812	7.505955692	19.626108626	9.845286211	5.887437361	7.460074991	7.183760751	5.152091112	5.145839397	4.923958404	4.968034364	7.69283671	4.968409137	5.216005075	5.055920083	7.570722798	7.837466149	7.791155756	7.941091056	5.12158801	7.766367752	6.354234341	6.789298651	6.383931643
3fb440e89f5d5739309fb74e9a96ed90	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	21.732068973	14.446913781	19.425777958	11.278520658	24.798620444	21.54756621	20.917432632	21.676814342	22.060881092	21.853813752	20.097590054	20.868113695	21.044632685	21.854501961	12.675851251	24.782442509	21.523117217	21.245837561	25.034141708	21.507874876	21.298819892	21.480859911	22.607096512	19.518008565	11.824200597	22.380484149	11.500660202	21.891763809	22.425195222	23.330843247	22.466160674	22.408824479	22.272232417	24.799628096	21.171629388	21.842700318	21.470043924	12.015654923	21.549999153	11.109072846	21.853997923	11.637221907	20.05059284	21.837781035	21.86601467	11.799962368	19.69485519	21.201627299	21.03431094	12.907465395	21.121052702	21.182025377	21.38756489	21.29916851	22.203274952	21.189271439	21.589537598	23.604670862	15.514441471	21.746065735	19.375164527	24.94140813	22.425408553	20.880045222	23.360868179	21.891300079	11.75273462	13.016795266	20.92547018	21.862553647	21.07458147	11.8210445	14.799224492	21.868428861	12.85277346	23.121978488	21.29968984	21.910645654	24.067304629	21.221526433	21.062352258	15.490313949	11.838500831	20.879117584	21.986932527	25.12923803	12.30372291	17.062786651	21.127685183	21.058838088	20.947781996	21.069903168	15.88965981	20.973938687	21.056912929	21.016851901	17.273088816	15.737003482	16.033375743	14.283074639	21.031861445	16.079446444	23.382026822	16.750377813	21.425388536
2e89171587049da1b519f44e0dce1f63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	45.098898277	44.050737589	45.36369556	42.664108827	48.317683873	41.272542285	37.986216079	37.976693316	40.601156266	44.885218701	45.655903537	37.964453713	38.118792674	37.875671706	43.41553099	48.34319121	41.736660249	42.37254031	48.360300582	39.261716049	42.411046259	45.155835028	47.437228767	45.266588947	42.333381386	47.367573017	42.623293124	40.028481532	38.477043295	47.350395223	38.39623268	38.621024861	37.971814184	48.312291207	37.714967557	45.06053824	45.201728954	43.067020111	41.774243977	42.577992179	44.993317554	42.926028846	46.042765622	37.8696154	43.708620268	42.427677226	45.397579871	46.964709492	38.787125077	42.576312539	42.117903878	41.892717553	41.592159464	41.88158068	38.416354053	41.887847851	43.412670305	47.925367785	44.655567794	41.777952418	45.215697119	48.256766267	38.471414634	37.984628793	47.485024834	37.879987557	42.985840046	43.31104547	38.131428113	44.828594091	43.10061056	42.940683687	43.892951893	43.873350921	42.927013246	47.411616736	43.566583332	38.783395446	47.796239054	43.83756038	37.853006146	43.548295865	42.90394878	38.369657562	41.518813655	48.364684553	43.085898428	44.680507132	42.528965172	43.910362049	43.777347924	42.395431754	43.731384092	43.823083852	44.303966834	43.894433365	44.251424462	43.500716415	43.639918909	42.9813166	44.115980856	43.683861311	47.34422035	45.085985083	44.930004612
efc781dff72f4542c6b9d02fb5fd9e32	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R.7_group	20.1032261569	18.7701641746	21.6717874298	17.6438278596	22.7204503375	15.6120151908	26.9223348365	25.4935450387	21.9314231119	21.3979241147	21.9084135726	26.9936625595	26.6884737868	25.1633069377	17.9810581374	22.6540962	24.3149162189	15.2296006534	22.8914258083	25.3606947592	15.4415954238	18.8278504645	21.8403872894	21.8968896502	18.4830723063	21.7194489511	17.8827922015	23.5476918284	22.4378960585	22.691054623	22.7550027057	23.0272001611	24.3035972269	22.7290813279	26.5710685169	20.6458979513	18.8610599701	17.8278150244	16.271777387	17.5978381757	21.2385257935	17.6646996242	21.3363844855	25.1986313936	20.2643422462	18.3654851538	21.8768854445	21.1450830092	26.4471752133	19.1617706537	14.376720205	14.2630913338	15.0231405777	14.7395988821	23.8550336614	14.2957184301	17.9573627677	22.1036086256	18.9619701304	17.7889698418	21.828874658	22.9546051117	23.2954716848	26.9601807433	22.5196491474	25.0880161909	17.6960315791	18.4046680912	26.8611061718	21.3119993601	15.3569435436	17.7981138528	19.2817360561	21.5223409326	18.7195351688	22.3928691931	16.534738227	24.2771764409	22.7634190367	16.5585095806	26.7402348066	20.3336857508	17.8531970896	26.8754307129	19.3628522554	22.9827011125	18.0478091921	20.3502802929	14.9027224559	16.1546052315	15.8077389302	14.5719340007	20.4777282007	15.8947812235	16.605295018	16.0505305099	21.1061132188	20.6174983556	20.721492048	19.9129383448	16.3312543208	20.7082419146	22.7510074659	19.5337271834	18.4275796933
b856dc356e95110b100c5c582ac0583c	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	13.923667144	16.3913904455	13.0222445986	16.9062192571	14.094427341	13.9454862821	18.9115400204	18.3199193692	16.177513047	14.4448100457	12.9190018738	18.9507195177	18.7678048619	18.2157121286	17.0489374142	14.2280030516	16.6364011527	13.39646184	13.8635711345	17.8574556274	13.4555581506	13.440951838	14.6718556065	12.5771557191	15.3118152168	14.7991391211	16.4981215559	16.9341626245	17.0285015333	13.2410597674	17.1514016089	17.1745088314	17.831298918	14.0759257088	18.8438036001	14.1243605893	13.4304625672	16.9722613239	13.966310102	16.9011419116	14.3490592947	17.1007709602	14.178025991	18.2321336545	14.5196996147	15.5737033903	12.7314123169	15.33730701	18.4594427411	14.4633677331	13.2416135458	13.3146353929	13.6537365067	13.4668154997	17.5480191658	13.3272942324	13.8723138753	14.7127872538	16.6434980302	14.437504183	12.6373438152	13.6672565826	17.3093770141	18.9310611352	13.6379771772	18.1833819268	17.1047018864	16.2950545749	18.8413051685	14.4362993808	13.1181945732	16.9093166908	15.4478179359	14.8684020996	15.4595217655	13.7702113574	13.3324945691	17.6089880029	13.5415641059	13.2194668661	18.87078596	13.4906541126	16.7921097688	18.7719900976	15.0206174091	13.7229615596	16.6503755014	14.483817882	13.2241543439	13.0320965958	12.9463897288	13.1720550905	13.4262995785	12.9616075422	12.9986058148	12.9922130975	12.9038154099	13.0034579918	12.9633552174	13.6486138056	12.9856345857	13.023662301	13.1406855641	16.1398016185	13.3930595268
